Temperature, Humidity, Pressure, Gas
24.42,60.01,997.84,137.82
24.42,60.03,997.84,138.27
24.42,60.13,997.84,138.71
24.42,60.20,997.84,139.40
24.41,60.24,997.84,138.04
24.41,60.25,997.84,138.49
24.41,60.27,997.84,137.15
24.41,60.29,997.84,137.82
24.40,60.27,997.84,138.27
24.40,60.23,997.84,138.15
24.40,60.18,997.84,138.49
24.39,60.17,997.84,137.82
24.39,60.20,997.84,137.82
24.39,60.26,997.84,138.94
24.39,60.32,997.84,138.94
24.38,60.34,997.84,139.51
24.38,60.34,997.84,138.94
24.38,60.29,997.84,138.27
24.38,60.28,997.84,138.27
24.37,60.34,997.84,137.38
24.37,60.41,997.84,138.04
24.37,60.49,997.84,139.40
24.37,60.55,997.84,139.17
24.37,60.59,997.84,138.94
24.36,60.61,997.84,139.28
24.36,60.62,997.84,138.94
24.36,60.64,997.85,138.94
24.36,60.60,997.85,139.05
24.35,60.56,997.85,138.83
24.35,60.60,997.85,138.94
24.35,60.60,997.85,137.49
24.34,60.58,997.85,137.82
24.34,60.59,997.85,137.38
24.34,60.63,997.85,137.26
24.34,60.67,997.85,136.39
24.33,60.69,997.85,136.39
24.33,60.67,997.85,136.06
24.33,60.69,997.85,136.93
24.32,60.75,997.85,137.82
24.32,60.81,997.85,137.82
24.32,60.85,997.85,137.60
24.32,60.86,997.85,137.26
24.31,60.85,997.85,138.04
24.31,60.82,997.85,138.27
24.31,60.78,997.85,137.15
24.31,60.74,997.85,136.82
24.30,60.72,997.85,136.93
24.30,60.75,997.86,136.93
24.30,60.76,997.86,138.27
24.30,60.75,997.86,137.26
24.32,61.37,997.84,137.38
24.31,61.35,997.84,136.71
24.30,61.34,997.84,136.71
24.29,61.33,997.84,137.15
24.29,61.35,997.84,136.28
24.28,61.37,997.84,136.28
24.27,61.37,997.84,136.61
24.26,61.38,997.84,137.49
24.26,61.42,997.84,138.27
24.25,61.44,997.84,137.82
24.24,61.42,997.84,137.15
24.24,61.40,997.84,137.15
24.23,61.39,997.84,136.06
24.22,61.35,997.84,135.63
24.22,61.36,997.84,136.50
24.21,61.36,997.84,137.60
24.21,61.36,997.84,136.93
24.20,61.32,997.84,136.28
24.20,61.28,997.84,137.15
24.19,61.33,997.84,137.38
24.19,61.37,997.84,137.60
24.18,61.41,997.84,137.60
24.18,61.44,997.84,138.27
24.17,61.46,997.84,137.49
24.17,61.46,997.84,137.82
24.17,61.44,997.84,137.15
24.16,61.42,997.84,136.50
24.16,61.43,997.84,137.93
24.16,61.42,997.84,136.50
24.16,61.42,997.84,137.15
24.15,61.44,997.84,136.82
24.15,61.49,997.84,136.28
24.15,61.55,997.84,137.15
24.14,61.59,997.84,137.04
24.14,61.61,997.84,137.38
24.14,61.57,997.84,136.82
24.14,61.56,997.84,136.06
24.14,61.57,997.84,135.74
24.13,61.62,997.84,136.06
24.13,61.67,997.84,135.85
24.13,61.69,997.84,136.39
24.12,61.72,997.84,135.63
24.12,61.72,997.84,135.63
24.12,61.71,997.84,135.95
24.12,61.70,997.84,135.74
24.11,61.73,997.84,135.63
24.11,61.76,997.83,135.52
24.11,61.74,997.84,134.77
24.10,61.72,997.83,135.31
24.10,61.70,997.83,135.09
24.10,61.75,997.83,134.66
24.09,61.77,997.83,134.77
24.09,61.79,997.83,134.88
24.09,61.82,997.83,135.09
24.08,61.87,997.83,134.99
24.08,61.88,997.83,135.09
24.08,61.87,997.83,134.99
24.07,61.86,997.83,134.66
24.07,61.86,997.83,134.45
24.06,61.88,997.83,134.66
24.06,61.90,997.83,134.99
24.06,61.90,997.83,133.72
24.05,61.91,997.83,133.30
24.05,61.97,997.83,134.24
24.05,62.04,997.83,134.77
24.04,62.07,997.83,134.35
24.04,62.10,997.83,134.56
24.04,62.13,997.83,134.24
24.03,62.16,997.83,134.56
24.03,62.19,997.83,134.45
24.03,62.18,997.83,134.03
24.02,62.13,997.83,133.61
24.02,62.16,997.83,134.35
24.02,62.20,997.83,134.24
24.02,62.22,997.83,133.82
24.01,62.21,997.83,133.61
24.01,62.19,997.83,133.40
24.01,62.18,997.83,133.72
24.01,62.21,997.83,133.72
24.00,62.26,997.83,133.93
24.00,62.32,997.83,134.35
24.00,62.39,997.83,134.88
24.00,62.48,997.83,134.99
24.00,62.52,997.83,134.03
23.99,62.53,997.83,133.61
23.99,62.54,997.84,133.93
23.99,62.56,997.84,133.51
23.99,62.58,997.84,133.61
23.99,62.58,997.84,133.30
23.99,62.53,997.84,132.88
23.99,62.52,997.84,133.51
23.99,62.55,997.84,132.88
23.98,62.58,997.84,133.40
23.98,62.66,997.84,134.03
23.98,62.72,997.84,133.30
23.98,62.72,997.84,132.47
23.98,62.67,997.84,131.35
23.98,62.64,997.84,131.45
23.98,62.65,997.84,132.06
23.98,62.66,997.84,131.25
23.98,62.67,997.84,131.45
23.98,62.70,997.84,132.06
23.97,62.76,997.84,132.88
23.97,62.80,997.84,132.47
23.97,62.82,997.84,132.57
23.97,62.83,997.84,133.09
23.97,62.85,997.84,133.09
23.97,62.92,997.84,133.61
23.97,62.98,997.84,134.24
23.96,63.03,997.84,134.14
23.96,63.05,997.84,134.35
23.96,63.06,997.84,134.35
23.96,63.07,997.84,134.35
23.96,63.06,997.84,134.14
23.96,63.02,997.84,133.09
23.96,63.02,997.84,133.19
23.95,63.05,997.84,133.72
23.95,63.06,997.84,133.93
23.95,63.08,997.84,133.93
23.95,63.11,997.84,133.51
23.95,63.14,997.84,133.51
23.95,63.17,997.85,133.09
23.94,63.16,997.85,132.68
23.94,63.14,997.85,132.37
23.94,63.13,997.85,131.45
23.94,63.14,997.85,131.15
23.94,63.15,997.85,130.45
23.93,63.16,997.85,130.65
23.93,63.21,997.85,131.25
23.93,63.23,997.85,130.05
23.93,63.15,997.85,128.87
23.93,63.06,997.85,128.19
23.92,63.07,997.85,129.26
23.92,63.16,997.85,130.05
23.92,63.27,997.85,131.25
23.92,63.38,997.85,131.05
23.92,63.46,997.85,131.65
23.92,63.52,997.85,131.55
23.91,63.54,997.85,132.26
23.91,63.60,997.85,132.88
23.91,63.67,997.85,132.88
23.91,63.67,997.85,132.68
23.91,63.67,997.85,132.88
23.91,63.70,997.85,132.78
23.91,63.72,997.85,132.47
23.91,63.71,997.85,132.68
23.91,63.72,997.86,132.68
23.91,63.73,997.86,132.37
23.91,63.75,997.86,132.68
23.91,63.76,997.86,132.68
23.91,63.81,997.86,132.26
23.91,63.89,997.86,132.88
23.91,64.02,997.86,133.40
23.91,64.09,997.86,132.47
23.91,64.12,997.86,133.09
23.91,64.16,997.86,133.19
23.91,64.21,997.86,133.09
23.91,64.22,997.86,133.09
23.91,64.20,997.86,132.37
23.91,64.21,997.86,132.47
23.92,64.27,997.86,132.88
23.92,64.31,997.86,132.68
23.92,64.30,997.86,132.68
23.92,64.30,997.86,132.57
23.92,64.36,997.86,132.06
23.93,64.46,997.86,132.37
23.93,64.49,997.86,132.26
23.93,64.51,997.86,132.47
23.93,64.52,997.86,132.26
23.93,64.65,997.86,132.78
23.94,64.84,997.86,132.88
23.94,65.01,997.86,133.30
23.94,65.16,997.86,133.72
23.95,65.21,997.86,132.57
23.95,65.20,997.86,132.37
23.95,65.08,997.86,131.45
23.96,64.97,997.86,131.65
23.96,64.93,997.86,131.45
23.96,64.90,997.86,131.05
23.96,64.90,997.86,131.15
23.97,64.91,997.86,131.45
23.97,64.90,997.86,130.74
23.97,64.86,997.86,130.05
23.97,64.81,997.86,129.85
23.97,64.79,997.86,129.85
23.97,64.90,997.86,130.25
23.97,65.03,997.85,130.25
23.97,65.06,997.85,130.25
23.97,65.10,997.85,129.75
23.97,65.11,997.85,129.36
23.97,65.09,997.85,129.16
23.98,65.07,997.85,129.06
23.98,65.03,997.85,129.26
23.98,64.98,997.85,128.48
23.98,64.90,997.85,127.52
23.98,64.85,997.85,128.00
23.98,64.89,997.86,128.58
23.97,64.95,997.85,128.87
23.97,65.01,997.85,128.87
23.97,65.06,997.85,129.26
23.97,65.09,997.85,128.58
23.97,65.06,997.85,128.68
23.97,65.04,997.85,128.10
23.97,65.11,997.85,128.87
23.96,65.22,997.85,129.06
23.96,65.34,997.85,129.36
23.96,65.53,997.85,130.65
23.96,65.70,997.85,129.26
23.96,65.75,997.85,129.26
23.96,65.84,997.85,129.65
23.96,65.86,997.85,129.46
23.96,65.86,997.85,129.06
23.96,65.86,997.85,128.87
23.96,65.85,997.85,128.48
23.96,65.82,997.85,128.58
23.96,65.76,997.85,128.00
23.96,65.72,997.85,128.29
23.95,65.73,997.85,128.48
23.95,65.81,997.85,128.77
23.95,65.85,997.85,128.87
23.95,65.97,997.85,129.06
23.95,66.14,997.85,129.75
23.95,66.28,997.85,129.26
23.95,66.39,997.85,129.46
23.95,66.39,997.85,128.58
23.95,66.34,997.85,128.19
23.95,66.30,997.85,128.00
23.95,66.37,997.85,128.00
23.95,66.45,997.85,127.81
23.96,66.53,997.85,127.43
23.96,66.62,997.85,128.00
23.96,66.74,997.85,127.90
23.96,66.78,997.85,127.62
23.96,66.79,997.85,127.24
23.96,66.79,997.85,127.52
23.96,66.79,997.85,127.52
23.96,66.82,997.85,127.90
23.96,66.83,997.85,127.81
23.96,66.81,997.85,127.52
23.96,66.79,997.85,127.14
23.96,66.78,997.85,126.58
23.96,66.79,997.85,126.39
23.96,66.78,997.85,126.20
23.96,66.79,997.85,125.92
23.96,66.88,997.86,125.92
23.96,66.98,997.86,126.11
23.96,67.05,997.86,126.29
23.96,67.10,997.85,126.58
23.96,67.14,997.85,126.20
23.96,67.16,997.86,126.39
23.96,67.18,997.86,126.39
23.96,67.22,997.85,126.20
23.96,67.29,997.85,126.11
23.96,67.32,997.85,126.01
23.96,67.28,997.85,126.01
23.96,67.21,997.85,125.83
23.96,67.18,997.85,126.01
23.96,67.16,997.85,125.55
23.96,67.11,997.85,125.28
23.96,67.10,997.85,125.28
23.96,67.15,997.85,125.64
23.96,67.21,997.85,125.46
23.96,67.23,997.85,125.37
23.96,67.28,997.85,125.28
23.96,67.43,997.86,125.64
23.96,67.55,997.85,125.83
23.96,67.63,997.85,126.01
23.96,67.64,997.85,125.64
23.96,67.60,997.86,125.18
23.96,67.56,997.86,125.09
23.96,67.50,997.85,124.36
23.96,67.44,997.86,124.00
23.96,67.38,997.86,123.64
23.96,67.35,997.86,123.64
23.96,67.39,997.86,123.64
23.96,67.42,997.86,123.46
23.96,67.42,997.86,123.28
23.96,67.47,997.86,123.46
23.96,67.53,997.86,123.82
23.95,67.58,997.86,123.73
23.95,67.61,997.86,123.64
23.95,67.63,997.86,123.82
23.95,67.64,997.86,123.55
23.95,67.64,997.86,122.93
23.95,67.64,997.87,122.75
23.94,67.66,997.87,122.93
23.94,67.67,997.87,123.11
23.94,67.68,997.87,122.75
23.94,67.68,997.87,122.84
23.93,67.68,997.87,122.75
23.93,67.70,997.87,123.28
23.93,67.76,997.87,123.64
23.93,67.82,997.87,123.64
23.92,67.85,997.87,123.11
23.92,67.80,997.87,122.58
23.92,67.76,997.87,122.58
23.91,67.78,997.88,122.49
23.91,67.79,997.88,122.66
23.90,67.82,997.88,122.14
23.90,67.84,997.88,122.14
23.90,67.85,997.88,121.53
23.89,67.85,997.88,121.27
23.89,67.90,997.88,121.53
23.88,67.95,997.88,121.70
23.88,67.98,997.88,122.05
23.87,68.02,997.88,122.31
23.87,68.04,997.88,122.22
23.86,68.06,997.88,121.70
23.86,68.06,997.88,121.61
23.85,68.02,997.88,120.84
23.85,68.03,997.88,121.18
23.85,68.10,997.88,121.61
23.84,68.10,997.88,121.53
23.84,68.13,997.88,121.53
23.83,68.18,997.88,121.70
23.83,68.24,997.88,122.58
23.82,68.29,997.88,122.75
23.82,68.36,997.88,122.75
23.81,68.41,997.88,122.58
23.81,68.45,997.88,122.84
23.81,68.47,997.88,122.75
23.80,68.48,997.88,122.49
23.80,68.50,997.88,122.49
23.80,68.55,997.88,123.11
23.79,68.61,997.88,123.37
23.79,68.63,997.88,123.11
23.79,68.63,997.88,122.84
23.78,68.56,997.88,122.49
23.78,68.49,997.88,122.66
23.78,68.50,997.88,122.49
23.78,68.55,997.88,122.93
23.78,68.60,997.89,123.02
23.77,68.61,997.88,122.93
23.77,68.66,997.88,123.02
23.77,68.69,997.89,122.93
23.77,68.68,997.88,122.93
23.77,68.68,997.89,122.84
23.77,68.69,997.89,122.93
23.77,68.71,997.89,123.11
23.76,68.74,997.89,123.19
23.76,68.76,997.89,122.75
23.76,68.78,997.89,122.84
23.76,68.78,997.88,122.58
23.76,68.78,997.88,122.40
23.76,68.76,997.89,121.88
23.76,68.77,997.88,122.05
23.75,68.76,997.88,121.96
23.75,68.74,997.89,121.96
23.75,68.69,997.89,121.53
23.75,68.64,997.88,121.53
23.75,68.67,997.88,121.36
23.74,68.72,997.88,121.70
23.74,68.73,997.88,121.53
23.74,68.74,997.88,121.70
23.74,68.77,997.88,121.88
23.74,68.82,997.88,122.14
23.73,68.82,997.88,121.70
23.73,68.75,997.88,121.36
23.73,68.73,997.88,121.01
23.72,68.74,997.88,120.84
23.72,68.78,997.88,121.36
23.72,68.86,997.88,121.36
23.72,68.86,997.88,120.93
23.71,68.85,997.88,120.84
23.71,68.86,997.89,120.50
23.71,68.89,997.89,120.67
23.71,68.95,997.88,120.75
23.70,69.01,997.88,120.24
23.70,69.04,997.89,120.58
23.70,69.05,997.88,120.50
23.69,69.04,997.88,120.84
23.69,69.06,997.88,120.67
23.69,69.05,997.88,120.50
23.68,69.06,997.88,119.91
23.68,69.09,997.88,120.41
23.68,69.13,997.89,120.67
23.67,69.15,997.88,120.75
23.67,69.18,997.88,120.50
23.67,69.19,997.88,120.16
23.66,69.21,997.89,120.67
23.66,69.24,997.88,120.33
23.65,69.26,997.89,120.16
23.65,69.25,997.89,119.65
23.65,69.21,997.89,119.32
23.64,69.21,997.89,119.65
23.64,69.24,997.89,119.49
23.63,69.27,997.89,120.07
23.63,69.31,997.89,120.16
23.63,69.33,997.89,120.84
23.62,69.35,997.89,120.67
23.62,69.38,997.89,120.50
23.61,69.39,997.89,120.41
23.61,69.40,997.89,120.24
23.61,69.40,997.89,119.82
23.60,69.41,997.89,119.24
23.60,69.41,997.89,118.99
23.59,69.45,997.89,119.74
23.59,69.48,997.89,119.65
23.59,69.54,997.89,119.99
23.58,69.58,997.89,119.91
23.58,69.60,997.89,120.16
23.58,69.60,997.89,119.91
23.58,69.60,997.89,119.99
23.57,69.58,997.89,119.65
23.57,69.58,997.89,120.16
23.57,69.58,997.90,119.82
23.57,69.56,997.90,119.40
23.56,69.51,997.90,118.65
23.56,69.48,997.90,118.65
23.56,69.48,997.90,118.82
23.56,69.51,997.90,119.24
23.56,69.54,997.90,119.49
23.55,69.57,997.90,118.74
23.55,69.60,997.90,118.99
23.55,69.63,997.90,119.40
23.55,69.65,997.90,118.99
23.54,69.65,997.90,118.74
23.54,69.66,997.90,118.90
23.54,69.69,997.90,118.82
23.53,69.72,997.90,118.74
23.53,69.72,997.90,118.82
23.53,69.72,997.90,118.65
23.53,69.73,997.90,118.41
23.52,69.76,997.90,119.32
23.52,69.78,997.90,119.32
23.52,69.78,997.91,119.24
23.52,69.78,997.91,118.82
23.51,69.78,997.91,119.24
23.51,69.80,997.91,119.24
23.51,69.84,997.91,119.65
23.51,69.87,997.91,119.91
23.51,69.88,997.91,120.07
23.50,69.89,997.91,119.99
23.50,69.90,997.91,119.49
23.50,69.91,997.91,119.15
23.50,69.89,997.91,119.07
23.50,69.85,997.91,118.65
23.50,69.80,997.91,118.99
23.50,69.81,997.91,118.00
23.49,69.83,997.91,117.11
23.49,69.85,997.91,114.82
23.49,69.88,997.91,112.26
23.49,69.89,997.91,112.04
23.49,69.90,997.91,113.30
23.49,69.96,997.91,114.98
23.48,70.03,997.91,116.63
23.48,70.07,997.91,117.11
23.48,70.12,997.91,118.24
23.48,70.16,997.91,118.57
23.48,70.17,997.91,118.90
23.48,70.18,997.92,118.74
23.47,70.19,997.91,118.90
23.47,70.19,997.92,118.99
23.47,70.18,997.92,119.07
23.47,70.15,997.92,118.82
23.47,70.14,997.92,118.00
23.46,70.09,997.92,117.19
23.46,70.06,997.92,117.11
23.46,70.05,997.92,117.67
23.46,70.04,997.92,118.16
23.45,69.99,997.92,117.67
23.45,69.99,997.92,118.16
23.45,70.04,997.92,118.57
23.45,70.08,997.92,118.57
23.45,70.12,997.92,118.49
23.44,70.15,997.92,118.82
23.44,70.18,997.92,118.90
23.44,70.19,997.92,119.07
23.44,70.19,997.92,118.74
23.43,70.23,997.92,119.24
23.43,70.26,997.92,119.32
23.43,70.29,997.92,119.82
23.43,70.31,997.92,118.82
23.42,70.32,997.92,119.32
23.42,70.34,997.92,118.99
23.42,70.34,997.92,119.32
23.42,70.34,997.92,118.57
23.41,70.37,997.93,119.32
23.41,70.38,997.93,118.99
23.41,70.42,997.93,119.15
23.41,70.45,997.93,119.32
23.40,70.47,997.93,119.65
23.40,70.48,997.93,119.57
23.40,70.48,997.93,119.32
23.40,70.47,997.93,118.99
23.39,70.44,997.93,119.15
23.39,70.42,997.93,118.99
23.39,70.42,997.93,118.90
23.39,70.44,997.93,118.99
23.39,70.43,997.93,118.49
23.38,70.39,997.93,118.00
23.38,70.37,997.93,117.51
23.38,70.40,997.93,118.24
23.38,70.45,997.93,118.82
23.38,70.48,997.93,118.49
23.37,70.50,997.93,119.24
23.37,70.53,997.93,118.99
23.37,70.51,997.93,118.65
23.37,70.48,997.93,118.49
23.37,70.45,997.93,118.65
23.37,70.41,997.93,118.82
23.36,70.35,997.93,118.00
23.36,70.31,997.93,118.00
23.36,70.33,997.93,117.67
23.36,70.38,997.93,118.08
23.36,70.45,997.93,118.33
23.35,70.48,997.93,118.41
23.35,70.51,997.93,117.51
23.35,70.53,997.93,117.43
23.35,70.56,997.93,117.75
23.34,70.56,997.94,117.59
23.34,70.59,997.94,117.75
23.34,70.59,997.94,117.51
23.34,70.60,997.94,117.84
23.33,70.67,997.94,118.08
23.33,70.73,997.94,118.08
23.33,70.76,997.94,117.35
23.33,70.75,997.94,117.11
23.33,70.76,997.94,117.19
23.32,70.75,997.94,116.95
23.32,70.71,997.94,116.63
23.32,70.68,997.94,116.55
23.32,70.69,997.94,117.19
23.32,70.69,997.94,116.95
23.31,70.72,997.94,116.71
23.31,70.76,997.94,117.19
23.31,70.84,997.94,117.51
23.31,70.90,997.94,117.35
23.30,70.93,997.94,117.43
23.30,70.93,997.94,117.19
23.30,70.95,997.94,117.67
23.30,71.04,997.94,118.08
23.30,71.13,997.94,118.33
23.29,71.19,997.95,118.00
23.29,71.22,997.94,118.49
23.29,71.27,997.94,118.65
23.29,71.26,997.95,118.08
23.29,71.27,997.95,118.16
23.29,71.28,997.95,118.00
23.29,71.29,997.95,117.67
23.29,71.22,997.95,117.67
23.29,71.17,997.95,118.16
23.29,71.20,997.95,118.00
23.29,71.22,997.95,117.51
23.29,71.24,997.95,117.35
23.29,71.26,997.95,117.43
23.29,71.27,997.95,117.51
23.29,71.27,997.95,117.51
23.29,71.28,997.95,117.51
23.29,71.28,997.95,118.00
23.29,71.27,997.95,117.03
23.29,71.24,997.95,116.39
23.29,71.23,997.95,116.87
23.29,71.24,997.95,116.55
23.29,71.26,997.95,116.71
23.29,71.26,997.95,117.27
23.28,71.28,997.95,117.35
23.28,71.30,997.95,117.59
23.28,71.34,997.95,118.08
23.28,71.35,997.95,117.67
23.28,71.36,997.95,117.35
23.28,71.39,997.95,117.59
23.28,71.42,997.95,117.59
23.28,71.42,997.95,117.27
23.28,71.35,997.95,116.95
23.28,71.30,997.95,116.71
23.27,71.28,997.95,116.39
23.27,71.27,997.96,117.03
23.27,71.27,997.96,115.92
23.27,71.26,997.96,116.23
23.27,71.26,997.96,116.07
23.27,71.25,997.96,116.39
23.26,71.27,997.96,116.87
23.26,71.28,997.96,115.92
23.26,71.30,997.96,116.55
23.26,71.35,997.96,116.55
23.26,71.39,997.96,116.79
23.26,71.40,997.96,116.39
23.25,71.37,997.96,116.39
23.25,71.35,997.96,115.60
23.25,71.35,997.96,116.07
23.25,71.37,997.96,116.15
23.25,71.41,997.96,116.07
23.25,71.44,997.96,117.03
23.24,71.47,997.96,116.07
23.24,71.50,997.96,116.55
23.24,71.52,997.96,116.79
23.24,71.57,997.96,117.35
23.24,71.61,997.96,116.95
23.23,71.63,997.96,116.87
23.23,71.65,997.96,117.11
23.23,71.66,997.96,117.27
23.23,71.65,997.96,117.03
23.23,71.70,997.96,116.87
23.22,71.73,997.97,117.59
23.22,71.77,997.96,117.84
23.22,71.80,997.97,117.51
23.22,71.77,997.97,116.47
23.22,71.70,997.97,116.71
23.22,71.67,997.97,116.63
23.22,71.60,997.97,115.92
23.22,71.50,997.97,115.84
23.22,71.45,997.97,116.07
23.22,71.42,997.97,115.92
23.22,71.42,997.97,116.07
23.22,71.48,997.97,116.47
23.21,71.56,997.97,116.71
23.21,71.62,997.97,117.35
23.21,71.63,997.97,117.27
23.21,71.63,997.97,116.39
23.21,71.57,997.97,116.39
23.22,71.49,997.97,116.55
23.22,71.47,997.97,115.84
23.22,71.44,997.97,115.13
23.22,71.39,997.97,115.37
23.21,71.37,997.98,114.67
23.21,71.37,997.98,115.13
23.21,71.41,997.98,116.39
23.22,71.48,997.98,117.35
23.22,71.53,997.98,117.19
23.22,71.53,997.98,117.35
23.22,71.55,997.98,117.19
23.22,71.58,997.98,117.43
23.22,71.61,997.98,118.33
23.22,71.62,997.98,118.74
23.22,71.61,997.98,118.82
23.22,71.59,997.98,119.24
23.22,71.58,997.98,119.32
23.22,71.58,997.98,119.49
23.23,71.56,997.98,119.07
